Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
"Terevina Oak 5"" Dark Tuscan Oak","Terevina Oak 5"" Dark Tuscan Oak","<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark,5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_47,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_47,,,
"Terevina Oak 5"" Wrought Iron Oak","Terevina Oak 5"" Wrought Iron Oak","<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark,5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_48,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_48,,,
"Terevina Oak 5"" Frontier Oak","Terevina Oak 5"" Frontier Oak","<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Medium,5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_49,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_49,,,
"Terevina Oak 5"" Silvermist Oak","Terevina Oak 5"" Silvermist Oak","<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark,5,Solid. Can be refinished, install above grade only.,5 inches,Eased/Eased,Wood,Staple - Nail,Medium,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_53,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC97_53,,,
Boardwalk Collective Sand Dune,Boardwalk Collective Sand Dune,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_01W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_01W,,,
Boardwalk Collective Beachwood,Boardwalk Collective Beachwood,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_02W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_02W,,,
Boardwalk Collective Silver Shadow,Boardwalk Collective Silver Shadow,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_03W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_03W,,,
Boardwalk Collective Boathouse Brown,Boardwalk Collective Boathouse Brown,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_04W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_04W,,,
Boardwalk Collective Gulf Sand,Boardwalk Collective Gulf Sand,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_05W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_05W,,,
Boardwalk Collective Graphite,Boardwalk Collective Graphite,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_06W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_06W,,,
Boardwalk Collective Bleached Linen,Boardwalk Collective Bleached Linen,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_07W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_07W,,,
Boardwalk Collective Sail Cloth,Boardwalk Collective Sail Cloth,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_08W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_08W,,,
Boardwalk Collective Outerbanks,Boardwalk Collective Outerbanks,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_09W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_09W,,,
Boardwalk Collective Wicker,Boardwalk Collective Wicker,<div><strong>Available Colors: </strong><span>10</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark,10,Oak. Warm & traditional with a range in color.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_10W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL77W_10W,,,
"Woodbourne 3.25"" Red Oak Natural","Woodbourne 3.25"" Red Oak Natural","<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light,8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_10,,,
"Woodbourne 3.25"" Oak Butterscotch","Woodbourne 3.25"" Oak Butterscotch","<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light,8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_22,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_22,,,
"Woodbourne 3.25"" Oak Chestnut","Woodbourne 3.25"" Oak Chestnut","<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium,8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_40,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_40,,,
"Woodbourne 3.25"" Oak Cherry","Woodbourne 3.25"" Oak Cherry","<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark,8,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_42,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC30_42,,,
